country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,206,345.139556884766,6,6,2020-07-20T00:00:00
SE,Blekinge,479,300.114044189453,14,8,2020-07-20T00:00:00
SE,Kalmar,748,304.751342773438,61,31,2020-07-20T00:00:00
SE,Västerbotten,883,324.94775390625,31,33,2020-07-20T00:00:00
SE,Värmland,1009,357.276916503906,72,32,2020-07-20T00:00:00
SE,Jämtland Härjedalen,1106,845.501098632813,59,18,2020-07-20T00:00:00
SE,Kronoberg,1119,555.42041015625,102,23,2020-07-20T00:00:00
SE,Norrbotten,1536,614.171508789063,76,53,2020-07-20T00:00:00
SE,Halland,1683,504.121643066406,78,37,2020-07-20T00:00:00
SE,Västernorrland,1693,690.043090820313,125,52,2020-07-20T00:00:00
SE,Dalarna,1915,665.009033203125,165,65,2020-07-20T00:00:00
SE,Sörmland,2361,793.506774902344,248,132,2020-07-20T00:00:00
SE,Örebro,2456,805.761047363281,171,82,2020-07-20T00:00:00
SE,Västmanland,2569,931.320129394531,177,53,2020-07-20T00:00:00
SE,Gävleborg,3053,1062.34912109375,152,70,2020-07-20T00:00:00
SE,Skåne,3429,248.870147705078,260,111,2020-07-20T00:00:00
SE,Östergötland,3464,744.154052734375,239,107,2020-07-20T00:00:00
SE,Uppsala,3511,915.006774902344,239,156,2020-07-20T00:00:00
SE,Jönköping,4584,1260.7294921875,178,92,2020-07-20T00:00:00
SE,Västra Götaland,17484,1013.0478515625,809,433,2020-07-20T00:00:00
SE,Stockholm,22760,957.476867675781,2377,902,2020-07-20T00:00:00
