country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,3715,6224.240234375,51,30,2021-05-06T00:00:00
SE,Jämtland Härjedalen,11426,8734.80615234375,120,64,2021-05-06T00:00:00
SE,Blekinge,11836,7415.76147460938,128,51,2021-05-06T00:00:00
SE,Värmland,17425,6170.02001953125,200,106,2021-05-06T00:00:00
SE,Kronoberg,19915,9884.89501953125,308,111,2021-05-06T00:00:00
SE,Västerbotten,21589,7944.84375,179,143,2021-05-06T00:00:00
SE,Kalmar,21891,8918.86572265625,240,101,2021-05-06T00:00:00
SE,Norrbotten,21918,8763.93969726563,255,180,2021-05-06T00:00:00
SE,Sörmland,23780,7992.20288085938,451,337,2021-05-06T00:00:00
SE,Dalarna,24815,8617.3369140625,332,168,2021-05-06T00:00:00
SE,Västernorrland,24914,10154.5971679688,460,161,2021-05-06T00:00:00
SE,Västmanland,25585,9275.13671875,345,109,2021-05-06T00:00:00
SE,Örebro,29512,9682.255859375,328,211,2021-05-06T00:00:00
SE,Gävleborg,33930,11806.5849609375,548,234,2021-05-06T00:00:00
SE,Uppsala,37882,9872.48291015625,524,378,2021-05-06T00:00:00
SE,Östergötland,38463,8262.81689453125,613,323,2021-05-06T00:00:00
SE,Halland,38748,11606.4797363281,310,163,2021-05-06T00:00:00
SE,Jönköping,40396,11110.0415039063,550,317,2021-05-06T00:00:00
SE,Skåne,145278,10543.994140625,1688,589,2021-05-06T00:00:00
SE,Västra Götaland,176041,10200.0659179688,2313,1291,2021-05-06T00:00:00
SE,Stockholm,238733,10043.1157226563,4230,2051,2021-05-06T00:00:00
