country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,3617,6060.04760742188,51,30,2021-04-29T00:00:00
SE,Jämtland Härjedalen,10897,8330.40283203125,120,59,2021-04-29T00:00:00
SE,Blekinge,11325,7095.59790039063,128,47,2021-04-29T00:00:00
SE,Värmland,16697,5912.24243164063,198,101,2021-04-29T00:00:00
SE,Kronoberg,18839,9350.81787109375,303,110,2021-04-29T00:00:00
SE,Kalmar,20662,8418.14501953125,235,97,2021-04-29T00:00:00
SE,Norrbotten,20822,8325.70288085938,251,177,2021-04-29T00:00:00
SE,Västerbotten,20903,7692.392578125,178,142,2021-04-29T00:00:00
SE,Sörmland,22848,7678.96752929688,446,318,2021-04-29T00:00:00
SE,Västernorrland,23802,9701.36181640625,458,155,2021-04-29T00:00:00
SE,Dalarna,23887,8295.07666015625,329,161,2021-04-29T00:00:00
SE,Västmanland,24678,8946.32861328125,343,106,2021-04-29T00:00:00
SE,Örebro,28424,9325.30615234375,324,209,2021-04-29T00:00:00
SE,Gävleborg,33107,11520.2065429688,544,230,2021-04-29T00:00:00
SE,Östergötland,36292,7796.431640625,605,305,2021-04-29T00:00:00
SE,Uppsala,36601,9538.6396484375,520,361,2021-04-29T00:00:00
SE,Halland,37919,11358.1628417969,309,160,2021-04-29T00:00:00
SE,Jönköping,39170,10772.8569335938,547,311,2021-04-29T00:00:00
SE,Skåne,140997,10233.2875976563,1677,575,2021-04-29T00:00:00
SE,Västra Götaland,171187,9918.818359375,2294,1263,2021-04-29T00:00:00
SE,Stockholm,230930,9714.85595703125,4188,2003,2021-04-29T00:00:00
