country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4040,6746.93310546875,52,32,2021-07-21T00:00:00
SE,Jämtland Härjedalen,12566,9590.30615234375,121,68,2021-07-21T00:00:00
SE,Blekinge,12896,8096.80444335938,130,58,2021-07-21T00:00:00
SE,Värmland,20399,7214.75659179688,214,127,2021-07-21T00:00:00
SE,Kronoberg,22518,11151.0493164063,318,120,2021-07-21T00:00:00
SE,Västerbotten,23543,8634.52197265625,181,152,2021-07-21T00:00:00
SE,Kalmar,24381,9916.96923828125,246,104,2021-07-21T00:00:00
SE,Sörmland,25963,8691.30346679688,473,377,2021-07-21T00:00:00
SE,Norrbotten,26743,10707.6750488281,273,213,2021-07-21T00:00:00
SE,Västernorrland,26922,10994.6440429688,481,177,2021-07-21T00:00:00
SE,Dalarna,27121,9423.77099609375,344,190,2021-07-21T00:00:00
SE,Västmanland,27687,10014.2963867188,353,118,2021-07-21T00:00:00
SE,Örebro,32263,10568.0556640625,342,223,2021-07-21T00:00:00
SE,Gävleborg,35980,12516.9453125,560,241,2021-07-21T00:00:00
SE,Uppsala,40645,10522.4404296875,540,413,2021-07-21T00:00:00
SE,Halland,41149,12253.0109863281,320,171,2021-07-21T00:00:00
SE,Östergötland,42547,9118.6689453125,637,344,2021-07-21T00:00:00
SE,Jönköping,43721,11996.9301757813,553,334,2021-07-21T00:00:00
SE,Skåne,157119,11351.287109375,1761,632,2021-07-21T00:00:00
SE,Västra Götaland,191311,11051.5532226563,2383,1360,2021-07-21T00:00:00
SE,Stockholm,256827,10768.6118164063,4369,2146,2021-07-21T00:00:00
