country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11299,18820.314453125,60,37,2022-03-16T00:00:00
SE,Blekinge,29302,18411.4108886719,156,82,2022-03-16T00:00:00
SE,Jämtland Härjedalen,32385,24701.4340820313,165,90,2022-03-16T00:00:00
SE,Norrbotten,47985,19217.6140136719,366,253,2022-03-16T00:00:00
SE,Kronoberg,48726,24108.4365234375,375,146,2022-03-16T00:00:00
SE,Västernorrland,52531,21466.3608398438,566,204,2022-03-16T00:00:00
SE,Västerbotten,55586,20363.6352539063,281,184,2022-03-16T00:00:00
SE,Kalmar,59370,24139.5620117188,329,127,2022-03-16T00:00:00
SE,Sörmland,62513,20899.0119628906,562,430,2022-03-16T00:00:00
SE,Värmland,63922,22600.1608886719,305,160,2022-03-16T00:00:00
SE,Dalarna,68333,23749.6103515625,438,228,2022-03-16T00:00:00
SE,Gävleborg,72983,25387.4643554688,659,297,2022-03-16T00:00:00
SE,Västmanland,74811,27017.9155273438,465,151,2022-03-16T00:00:00
SE,Jönköping,85519,23448.1240234375,647,393,2022-03-16T00:00:00
SE,Uppsala,88169,22758.46875,643,453,2022-03-16T00:00:00
SE,Örebro,91033,29796.3706054688,433,253,2022-03-16T00:00:00
SE,Östergötland,93744,20077.916015625,780,414,2022-03-16T00:00:00
SE,Halland,103529,30777.2482910156,413,213,2022-03-16T00:00:00
SE,Skåne,335383,24182.1645507813,2257,773,2022-03-16T00:00:00
SE,Västra Götaland,430842,24861.8090820313,2953,1575,2022-03-16T00:00:00
SE,Stockholm,565742,23683.1728515625,5141,2502,2022-03-16T00:00:00
