country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4736,7904.54052734375,54,34,2021-11-30T00:00:00
SE,Jämtland Härjedalen,13488,10293.2915039063,128,71,2021-11-30T00:00:00
SE,Blekinge,14076,8838.68139648438,131,65,2021-11-30T00:00:00
SE,Värmland,22529,7967.71264648438,227,139,2021-11-30T00:00:00
SE,Kronoberg,24034,11900.568359375,328,126,2021-11-30T00:00:00
SE,Kalmar,26847,10919.3671875,255,105,2021-11-30T00:00:00
SE,Västerbotten,27124,9945.32177734375,202,157,2021-11-30T00:00:00
SE,Västernorrland,28419,11606.7788085938,487,183,2021-11-30T00:00:00
SE,Sörmland,28474,9529.97827148438,485,396,2021-11-30T00:00:00
SE,Norrbotten,28779,11523.3347167969,295,223,2021-11-30T00:00:00
SE,Dalarna,29422,10223.6293945313,359,194,2021-11-30T00:00:00
SE,Västmanland,33127,11977.1958007813,374,130,2021-11-30T00:00:00
SE,Örebro,36093,11821.1513671875,355,230,2021-11-30T00:00:00
SE,Gävleborg,38744,13478.330078125,566,251,2021-11-30T00:00:00
SE,Uppsala,44338,11473.2788085938,550,425,2021-11-30T00:00:00
SE,Halland,44760,13325.3264160156,328,178,2021-11-30T00:00:00
SE,Östergötland,45732,9800.451171875,661,368,2021-11-30T00:00:00
SE,Jönköping,46504,12759.375,567,347,2021-11-30T00:00:00
SE,Skåne,171873,12413.2333984375,1814,677,2021-11-30T00:00:00
SE,Västra Götaland,208978,12070.1513671875,2463,1446,2021-11-30T00:00:00
SE,Stockholm,289421,12131.2426757813,4532,2260,2021-11-30T00:00:00
