country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,4573,7633.43432617188,54,33,2021-10-18T00:00:00
SE,Jämtland Härjedalen,13177,10056.1674804688,128,70,2021-10-18T00:00:00
SE,Blekinge,13460,8451.39624023438,130,62,2021-10-18T00:00:00
SE,Värmland,21511,7607.84887695313,223,133,2021-10-18T00:00:00
SE,Kronoberg,23606,11688.9624023438,325,124,2021-10-18T00:00:00
SE,Kalmar,25481,10364.10546875,250,104,2021-10-18T00:00:00
SE,Västerbotten,26004,9535.353515625,197,155,2021-10-18T00:00:00
SE,Sörmland,27431,9181.61596679688,482,390,2021-10-18T00:00:00
SE,Västernorrland,27656,11294.7827148438,481,180,2021-10-18T00:00:00
SE,Norrbotten,27847,11149.9577636719,291,220,2021-10-18T00:00:00
SE,Dalarna,28664,9960.13818359375,355,194,2021-10-18T00:00:00
SE,Västmanland,30106,10887.1372070313,363,123,2021-10-18T00:00:00
SE,Örebro,34279,11227.6484375,353,230,2021-10-18T00:00:00
SE,Gävleborg,37342,12990.6811523438,562,249,2021-10-18T00:00:00
SE,Uppsala,42630,11033.5190429688,547,423,2021-10-18T00:00:00
SE,Halland,43230,12870.9807128906,328,178,2021-10-18T00:00:00
SE,Östergötland,44724,9584.67822265625,657,363,2021-10-18T00:00:00
SE,Jönköping,45618,12516.6420898438,561,343,2021-10-18T00:00:00
SE,Skåne,165499,11954.4526367188,1788,657,2021-10-18T00:00:00
SE,Västra Götaland,203038,11727.6782226563,2428,1422,2021-10-18T00:00:00
SE,Stockholm,277719,11642.0268554688,4460,2233,2021-10-18T00:00:00
