country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,1346,2255.13525390625,13,15,2020-11-30T00:00:00
SE,Blekinge,2079,1302.58264160156,23,12,2020-11-30T00:00:00
SE,Jämtland Härjedalen,2895,2213.13354492188,69,30,2020-11-30T00:00:00
SE,Kalmar,3257,1326.97216796875,75,34,2020-11-30T00:00:00
SE,Värmland,3492,1236.48266601563,92,41,2020-11-30T00:00:00
SE,Västerbotten,4508,1658.96313476563,52,45,2020-11-30T00:00:00
SE,Norrbotten,5243,2096.42016601563,101,82,2020-11-30T00:00:00
SE,Västernorrland,5326,2170.80297851563,148,62,2020-11-30T00:00:00
SE,Kronoberg,5361,2660.95532226563,152,39,2020-11-30T00:00:00
SE,Sörmland,5980,2009.81384277344,277,164,2020-11-30T00:00:00
SE,Dalarna,6350,2205.12133789063,197,80,2020-11-30T00:00:00
SE,Halland,6941,2079.08984375,109,54,2020-11-30T00:00:00
SE,Gävleborg,7436,2587.49682617188,193,92,2020-11-30T00:00:00
SE,Västmanland,8709,3157.20776367188,191,68,2020-11-30T00:00:00
SE,Östergötland,9322,2002.59936523438,291,137,2020-11-30T00:00:00
SE,Örebro,9928,3257.16430664063,190,103,2020-11-30T00:00:00
SE,Uppsala,11581,3018.14111328125,295,199,2020-11-30T00:00:00
SE,Jönköping,11847,3258.259765625,228,131,2020-11-30T00:00:00
SE,Skåne,28748,2086.47387695313,416,186,2020-11-30T00:00:00
SE,Västra Götaland,43607,2526.65161132813,987,574,2020-11-30T00:00:00
SE,Stockholm,76802,3230.9375,2699,1154,2020-11-30T00:00:00
