country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,109,182.62239074707,6,5,2020-06-13T00:00:00
SE,Blekinge,357,223.675796508789,7,4,2020-06-13T00:00:00
SE,Kalmar,469,191.080718994141,41,27,2020-06-13T00:00:00
SE,Västerbotten,568,209.026412963867,30,31,2020-06-13T00:00:00
SE,Norrbotten,608,243.109558105469,56,42,2020-06-13T00:00:00
SE,Värmland,745,263.797119140625,49,27,2020-06-13T00:00:00
SE,Jämtland Härjedalen,868,663.557861328125,39,16,2020-06-13T00:00:00
SE,Kronoberg,987,489.901672363281,84,18,2020-06-13T00:00:00
SE,Västernorrland,989,403.1025390625,98,43,2020-06-13T00:00:00
SE,Halland,1049,314.21484375,60,33,2020-06-13T00:00:00
SE,Dalarna,1375,477.486938476563,151,62,2020-06-13T00:00:00
SE,Sörmland,1710,574.712646484375,233,128,2020-06-13T00:00:00
SE,Västmanland,1718,622.813537597656,152,50,2020-06-13T00:00:00
SE,Gävleborg,1737,604.421997070313,118,62,2020-06-13T00:00:00
SE,Örebro,2096,687.652770996094,146,76,2020-06-13T00:00:00
SE,Skåne,2254,163.590927124023,218,104,2020-06-13T00:00:00
SE,Jönköping,2268,623.764099121094,152,80,2020-06-13T00:00:00
SE,Uppsala,2446,637.455627441406,192,139,2020-06-13T00:00:00
SE,Östergötland,2503,537.707153320313,209,103,2020-06-13T00:00:00
SE,Västra Götaland,10231,592.798706054688,647,373,2020-06-13T00:00:00
SE,Stockholm,15844,666.53173828125,2186,842,2020-06-13T00:00:00
