country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,3768,6294.53466796875,51,30,2021-05-10T00:00:00
SE,Jämtland Härjedalen,11601,8854.53564453125,120,64,2021-05-10T00:00:00
SE,Blekinge,11950,7502.04516601563,128,52,2021-05-10T00:00:00
SE,Värmland,17658,6245.8115234375,202,109,2021-05-10T00:00:00
SE,Kronoberg,20297,10052.9736328125,310,114,2021-05-10T00:00:00
SE,Västerbotten,21820,8003.830078125,180,145,2021-05-10T00:00:00
SE,Norrbotten,22277,8918.51245117188,255,184,2021-05-10T00:00:00
SE,Kalmar,22310,9075.13330078125,240,102,2021-05-10T00:00:00
SE,Sörmland,24106,8071.06518554688,451,346,2021-05-10T00:00:00
SE,Dalarna,25133,8732.7158203125,332,174,2021-05-10T00:00:00
SE,Västernorrland,25265,10317.0844726563,461,163,2021-05-10T00:00:00
SE,Västmanland,25994,9403.416015625,345,114,2021-05-10T00:00:00
SE,Örebro,29983,9822.08740234375,328,216,2021-05-10T00:00:00
SE,Gävleborg,34260,11918.6884765625,549,234,2021-05-10T00:00:00
SE,Uppsala,38371,9936.9521484375,529,385,2021-05-10T00:00:00
SE,Halland,39064,11633.8537597656,310,167,2021-05-10T00:00:00
SE,Östergötland,39283,8419.97607421875,614,329,2021-05-10T00:00:00
SE,Jönköping,40783,11192.0205078125,552,319,2021-05-10T00:00:00
SE,Skåne,147128,10632.1665039063,1702,606,2021-05-10T00:00:00
SE,Västra Götaland,178278,10300.130859375,2314,1303,2021-05-10T00:00:00
SE,Stockholm,242275,10160.248046875,4244,2068,2021-05-10T00:00:00
