country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,27533,24133,382,3388215,86,10,2021-11-23T09:30:00+01:00
AT,Vorarlberg,49477,39686,348,5429380,115,22,2021-11-23T09:30:00+01:00
AT,Kärnten,66619,53406,900,5237058,285,43,2021-11-23T09:30:00+01:00
AT,Salzburg,87866,71926,674,7703816,229,38,2021-11-23T09:30:00+01:00
AT,Tirol,99192,84421,699,6748791,250,44,2021-11-23T09:30:00+01:00
AT,Steiermark,126917,107793,2281,14878418,448,75,2021-11-23T09:30:00+01:00
AT,Niederösterreich,187523,160780,2183,18718043,581,107,2021-11-23T09:30:00+01:00
AT,Wien,212030,187755,2608,27870912,457,116,2021-11-23T09:30:00+01:00
AT,Oberösterreich,222775,188466,2039,17641473,694,122,2021-11-23T09:30:00+01:00
AT,Österreich,1079932,918366,12114,107616106,3145,577,2021-11-23T09:30:00+01:00
