country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18731,18242,343,2676535,4,1,2021-08-17T09:30:00+02:00
AT,Vorarlberg,31737,30970,308,4206607,13,2,2021-08-17T09:30:00+02:00
AT,Kärnten,41132,39992,822,3223416,18,5,2021-08-17T09:30:00+02:00
AT,Salzburg,50906,49597,589,4775135,11,4,2021-08-17T09:30:00+02:00
AT,Tirol,65781,64403,637,5699270,21,7,2021-08-17T09:30:00+02:00
AT,Steiermark,81696,78660,2099,10120285,33,9,2021-08-17T09:30:00+02:00
AT,Niederösterreich,113573,109877,1831,14017921,44,6,2021-08-17T09:30:00+02:00
AT,Oberösterreich,120115,117172,1759,11595901,39,7,2021-08-17T09:30:00+02:00
AT,Wien,146701,141495,2369,15840185,87,20,2021-08-17T09:30:00+02:00
AT,Österreich,670372,650408,10757,72155255,270,61,2021-08-17T09:30:00+02:00
