country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18367,17981,343,2052395,7,3,2021-06-21T09:30:00+02:00
AT,Vorarlberg,30742,30290,304,2889717,8,4,2021-06-21T09:30:00+02:00
AT,Kärnten,40216,39348,819,1977658,21,2,2021-06-21T09:30:00+02:00
AT,Salzburg,49150,48472,585,3019003,9,1,2021-06-21T09:30:00+02:00
AT,Tirol,63778,63008,633,4801848,15,7,2021-06-21T09:30:00+02:00
AT,Steiermark,79521,77381,2075,6702817,6,0,2021-06-21T09:30:00+02:00
AT,Niederösterreich,110657,107857,1814,10414049,42,19,2021-06-21T09:30:00+02:00
AT,Oberösterreich,116843,115069,1756,7863422,16,11,2021-06-21T09:30:00+02:00
AT,Wien,140396,136959,2351,11736974,113,33,2021-06-21T09:30:00+02:00
AT,Österreich,649670,636365,10680,51457883,237,80,2021-06-21T09:30:00+02:00
