country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,11791,11386,234,566648,46,9,2021-02-22T09:30:00
AT,Vorarlberg,22838,22896,269,735753,35,11,2021-02-22T09:30:00
AT,Kärnten,28261,26516,669,587921,82,9,2021-02-22T09:30:00
AT,Salzburg,36937,34737,482,740101,73,5,2021-02-22T09:30:00
AT,Tirol,46690,45704,567,1332740,81,22,2021-02-22T09:30:00
AT,Steiermark,54030,49655,1718,1564782,197,43,2021-02-22T09:30:00
AT,Niederösterreich,69689,65793,1301,3078655,321,61,2021-02-22T09:30:00
AT,Oberösterreich,84516,81092,1508,1929664,119,14,2021-02-22T09:30:00
AT,Wien,88291,84032,1649,2884696,355,81,2021-02-22T09:30:00
AT,,443043,421811,8397,13420960,1309,255,2021-02-22T09:30:00
