country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,16086,14879,289,1022796,83,21,2021-04-06T09:30:00
AT,Vorarlberg,25008,24616,282,1426164,35,6,2021-04-06T09:30:00
AT,Kärnten,34859,32353,750,1024436,95,13,2021-04-06T09:30:00
AT,Salzburg,45157,41611,543,1488972,113,22,2021-04-06T09:30:00
AT,Tirol,54896,52327,597,2491656,154,33,2021-04-06T09:30:00
AT,Steiermark,67671,62087,1877,3020536,342,61,2021-04-06T09:30:00
AT,Niederösterreich,95190,86779,1591,5724746,462,116,2021-04-06T09:30:00
AT,Oberösterreich,101514,96035,1628,3596428,328,73,2021-04-06T09:30:00
AT,Wien,119473,108515,1960,5203615,783,233,2021-04-06T09:30:00
AT,,559854,519202,9517,24999349,2395,578,2021-04-06T09:30:00
