country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,16058,14689,288,1008849,75,20,2021-04-05T08:00:00
AT,Vorarlberg,24991,24524,282,1404146,28,3,2021-04-05T08:00:00
AT,Kärnten,34727,32177,749,1023272,82,13,2021-04-05T08:00:00
AT,Salzburg,45034,41220,541,1475805,110,20,2021-04-05T08:00:00
AT,Tirol,54744,51857,597,2452467,147,28,2021-04-05T08:00:00
AT,Steiermark,67444,61277,1870,2994313,311,55,2021-04-05T08:00:00
AT,Niederösterreich,94749,85291,1570,5627205,453,121,2021-04-05T08:00:00
AT,Oberösterreich,101188,94980,1615,3528840,296,71,2021-04-05T08:00:00
AT,Wien,118783,106627,1937,5132574,711,223,2021-04-05T08:00:00
AT,,557718,512642,9449,24647471,2213,554,2021-04-05T08:00:00
