country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,98940,85621,510,4959447,125,11,2022-03-28T09:30:00+02:00
AT,Vorarlberg,182993,162787,517,6915610,107,5,2022-03-28T09:30:00+02:00
AT,Kärnten,222596,201923,1227,6434490,271,18,2022-03-28T09:30:00+02:00
AT,Salzburg,268929,246231,878,10407120,110,8,2022-03-28T09:30:00+02:00
AT,Tirol,331099,313785,906,9295726,225,21,2022-03-28T09:30:00+02:00
AT,Steiermark,493469,435049,2765,20216084,542,39,2022-03-28T09:30:00+02:00
AT,Oberösterreich,689632,636065,2661,23615060,480,30,2022-03-28T09:30:00+02:00
AT,Niederösterreich,690982,598926,3011,34650469,684,43,2022-03-28T09:30:00+02:00
AT,Wien,768942,651304,3231,57421128,715,66,2022-03-28T09:30:00+02:00
AT,Österreich,3747582,3331691,15706,173915134,3259,241,2022-03-28T09:30:00+02:00
