country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,133400,128894,572,5424891,89,11,2022-07-27T09:30:00+02:00
AT,Vorarlberg,223504,221406,559,7137075,49,4,2022-07-27T09:30:00+02:00
AT,Kärnten,266321,260311,1646,6680843,101,3,2022-07-27T09:30:00+02:00
AT,Salzburg,320649,315494,1161,10745908,68,2,2022-07-27T09:30:00+02:00
AT,Tirol,386300,379444,949,9682922,140,8,2022-07-27T09:30:00+02:00
AT,Steiermark,595590,582543,3420,21367225,196,13,2022-07-27T09:30:00+02:00
AT,Oberösterreich,831249,815716,2881,24752661,259,11,2022-07-27T09:30:00+02:00
AT,Niederösterreich,907873,872578,3775,40008148,390,19,2022-07-27T09:30:00+02:00
AT,Wien,1051657,1000377,4088,67363271,427,30,2022-07-27T09:30:00+02:00
AT,Österreich,4716543,4576763,19051,193162944,1719,101,2022-07-27T09:30:00+02:00
