country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,119637,117842,559,5268347,26,2,2022-06-12T09:30:00+02:00
AT,Vorarlberg,206489,204975,548,7068968,16,0,2022-06-12T09:30:00+02:00
AT,Kärnten,249044,246251,1627,6605217,40,3,2022-06-12T09:30:00+02:00
AT,Salzburg,297641,294464,1140,10595713,15,1,2022-06-12T09:30:00+02:00
AT,Tirol,360699,357869,939,9556291,34,3,2022-06-12T09:30:00+02:00
AT,Steiermark,550953,545254,3392,21012921,52,6,2022-06-12T09:30:00+02:00
AT,Oberösterreich,772160,765570,2840,24376737,55,3,2022-06-12T09:30:00+02:00
AT,Niederösterreich,818520,798682,3642,39300249,99,7,2022-06-12T09:30:00+02:00
AT,Wien,916273,897813,4010,64940717,133,8,2022-06-12T09:30:00+02:00
AT,Österreich,4291416,4228720,18697,188725160,470,33,2022-06-12T09:30:00+02:00
