country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9857,9385,188,272933,46,7,2021-01-11T08:00:00
AT,Vorarlberg,20221,19723,228,441492,72,12,2021-01-11T08:00:00
AT,Kärnten,22645,20885,550,183132,152,16,2021-01-11T08:00:00
AT,Salzburg,30833,27554,360,416536,133,21,2021-01-11T08:00:00
AT,Tirol,41910,40298,493,825603,147,30,2021-01-11T08:00:00
AT,Steiermark,44816,40321,1433,780640,323,51,2021-01-11T08:00:00
AT,Niederösterreich,57602,53254,947,1426857,422,61,2021-01-11T08:00:00
AT,Oberösterreich,74923,70997,1327,751238,441,62,2021-01-11T08:00:00
AT,Wien,76164,71332,1197,1580605,510,112,2021-01-11T08:00:00
AT,,378971,353749,6723,6679036,2246,372,2021-01-11T08:00:00
