country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18413,18028,343,2160674,6,2,2021-07-01T09:30:00+02:00
AT,Vorarlberg,30780,30432,306,3435819,5,2,2021-07-01T09:30:00+02:00
AT,Kärnten,40179,39346,820,2005566,19,2,2021-07-01T09:30:00+02:00
AT,Salzburg,49155,48534,586,3283950,4,0,2021-07-01T09:30:00+02:00
AT,Tirol,63818,63132,634,5066736,9,5,2021-07-01T09:30:00+02:00
AT,Steiermark,79543,77368,2089,7293891,4,1,2021-07-01T09:30:00+02:00
AT,Niederösterreich,110827,108145,1816,11138987,30,13,2021-07-01T09:30:00+02:00
AT,Oberösterreich,116943,115177,1757,8464089,12,6,2021-07-01T09:30:00+02:00
AT,Wien,140816,137747,2355,12601512,77,21,2021-07-01T09:30:00+02:00
AT,Österreich,650474,637909,10706,55451224,166,52,2021-07-01T09:30:00+02:00
