country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,369,338,11,18315,2,0,2020-07-11T15:00:00
AT,Kärnten,444,413,13,31067,0,0,2020-07-11T15:00:00
AT,Vorarlberg,913,895,19,32195,1,0,2020-07-11T15:00:00
AT,Salzburg,1286,1217,38,41142,4,0,2020-07-11T15:00:00
AT,Steiermark,1926,1698,154,71324,2,1,2020-07-11T15:00:00
AT,Oberösterreich,2988,2345,61,95154,26,1,2020-07-11T15:00:00
AT,Niederösterreich,3061,2866,104,125019,12,3,2020-07-11T15:00:00
AT,Tirol,3583,3449,108,91513,2,0,2020-07-11T15:00:00
AT,Wien,4193,3643,198,185980,28,4,2020-07-11T15:00:00
AT,,18763,16864,706,691709,77,9,2020-07-11T15:00:00
