country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18446,18074,343,2315231,2,1,2021-07-13T09:30:00+02:00
AT,Vorarlberg,30820,30473,308,3639021,1,1,2021-07-13T09:30:00+02:00
AT,Kärnten,40178,39293,822,2028134,12,2,2021-07-13T09:30:00+02:00
AT,Salzburg,49192,48554,586,3631403,3,0,2021-07-13T09:30:00+02:00
AT,Tirol,63970,63213,635,5230166,6,2,2021-07-13T09:30:00+02:00
AT,Steiermark,79664,77422,2091,8091563,2,1,2021-07-13T09:30:00+02:00
AT,Niederösterreich,111032,108355,1822,11983442,20,9,2021-07-13T09:30:00+02:00
AT,Oberösterreich,117143,115320,1757,9268564,11,2,2021-07-13T09:30:00+02:00
AT,Wien,141577,138331,2360,13578972,54,21,2021-07-13T09:30:00+02:00
AT,Österreich,652022,639035,10724,59766496,111,39,2021-07-13T09:30:00+02:00
