country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,28673,25457,386,3434321,102,14,2021-11-27T09:30:00+01:00
AT,Vorarlberg,52305,41886,365,5455539,125,24,2021-11-27T09:30:00+01:00
AT,Kärnten,71311,56920,918,5332330,311,55,2021-11-27T09:30:00+01:00
AT,Salzburg,93017,77118,689,7842248,254,47,2021-11-27T09:30:00+01:00
AT,Tirol,104886,89769,715,6821372,274,48,2021-11-27T09:30:00+01:00
AT,Steiermark,133399,113152,2313,15094549,442,76,2021-11-27T09:30:00+01:00
AT,Niederösterreich,196124,167582,2242,18844195,548,111,2021-11-27T09:30:00+01:00
AT,Wien,218171,193354,2635,28862813,520,107,2021-11-27T09:30:00+01:00
AT,Oberösterreich,234919,202947,2086,17869565,672,126,2021-11-27T09:30:00+01:00
AT,Österreich,1132805,968185,12349,109556932,3248,608,2021-11-27T09:30:00+01:00
