country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,11253,10921,229,455925,46,5,2021-02-12T08:00:00
AT,Vorarlberg,22459,22351,265,621458,26,4,2021-02-12T08:00:00
AT,Kärnten,27145,25365,656,525407,86,9,2021-02-12T08:00:00
AT,Salzburg,35922,33535,463,622985,96,12,2021-02-12T08:00:00
AT,Tirol,45795,44608,554,1071314,106,25,2021-02-12T08:00:00
AT,Steiermark,51558,47346,1658,1285524,271,38,2021-02-12T08:00:00
AT,Niederösterreich,66264,62706,1242,2588795,338,55,2021-02-12T08:00:00
AT,Oberösterreich,82284,79113,1486,1616847,145,23,2021-02-12T08:00:00
AT,Wien,84792,81210,1585,2417196,397,94,2021-02-12T08:00:00
AT,,427472,407155,8138,11205451,1511,265,2021-02-12T08:00:00
