country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18491,18103,343,2457961,1,1,2021-07-26T09:30:00+02:00
AT,Vorarlberg,31056,30525,308,3854991,5,1,2021-07-26T09:30:00+02:00
AT,Kärnten,40437,39458,822,2547930,8,0,2021-07-26T09:30:00+02:00
AT,Salzburg,49775,48666,588,4018368,4,0,2021-07-26T09:30:00+02:00
AT,Tirol,64384,63408,635,5396948,4,0,2021-07-26T09:30:00+02:00
AT,Steiermark,80140,77642,2092,8894333,6,2,2021-07-26T09:30:00+02:00
AT,Niederösterreich,111585,108669,1824,12771312,13,5,2021-07-26T09:30:00+02:00
AT,Oberösterreich,117801,115668,1758,10159709,10,1,2021-07-26T09:30:00+02:00
AT,Wien,142913,139083,2362,14500388,66,21,2021-07-26T09:30:00+02:00
AT,Österreich,656582,641222,10732,64601940,117,31,2021-07-26T09:30:00+02:00
