country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8099,7084,130,102945,73,11,2020-12-09T15:00:00
AT,Vorarlberg,16886,15205,165,188252,123,23,2020-12-09T15:00:00
AT,Kärnten,17236,14797,338,156314,386,27,2020-12-09T15:00:00
AT,Salzburg,23568,19357,220,192302,226,28,2020-12-09T15:00:00
AT,Steiermark,35379,24020,673,346691,680,99,2020-12-09T15:00:00
AT,Tirol,35631,33197,384,422902,323,67,2020-12-09T15:00:00
AT,Niederösterreich,45631,39110,621,578424,511,92,2020-12-09T15:00:00
AT,Oberösterreich,62845,57076,833,421267,870,133,2020-12-09T15:00:00
AT,Wien,64507,55969,692,892985,662,130,2020-12-09T15:00:00
AT,,309782,265815,4056,3302082,3854,610,2020-12-09T15:00:00
