country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,137070,133416,578,5477267,61,4,2022-08-14T09:30:00+02:00
AT,Vorarlberg,225950,224682,570,7152328,23,1,2022-08-14T09:30:00+02:00
AT,Kärnten,273020,268064,1657,6714077,98,6,2022-08-14T09:30:00+02:00
AT,Salzburg,325564,321692,1173,10785061,89,3,2022-08-14T09:30:00+02:00
AT,Tirol,392136,387830,953,9719418,84,3,2022-08-14T09:30:00+02:00
AT,Steiermark,607555,596996,3441,21491452,138,11,2022-08-14T09:30:00+02:00
AT,Oberösterreich,845259,835680,2912,24859077,105,6,2022-08-14T09:30:00+02:00
AT,Niederösterreich,931123,905222,3836,40121010,256,15,2022-08-14T09:30:00+02:00
AT,Wien,1087818,1056155,4154,68078931,395,25,2022-08-14T09:30:00+02:00
AT,Österreich,4825495,4729737,19274,194398621,1249,74,2022-08-14T09:30:00+02:00
