country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8137,7187,136,103863,77,8,2020-12-10T15:00:00
AT,Vorarlberg,16980,15326,168,189180,119,24,2020-12-10T15:00:00
AT,Kärnten,17467,14969,345,157266,385,26,2020-12-10T15:00:00
AT,Salzburg,23781,19742,234,194038,229,27,2020-12-10T15:00:00
AT,Tirol,35823,33489,389,424656,326,66,2020-12-10T15:00:00
AT,Steiermark,35833,24783,700,349915,676,95,2020-12-10T15:00:00
AT,Niederösterreich,45915,39690,635,584627,506,87,2020-12-10T15:00:00
AT,Oberösterreich,63392,57651,855,423592,797,123,2020-12-10T15:00:00
AT,Wien,65058,56828,701,902860,665,129,2020-12-10T15:00:00
AT,,312386,269665,4163,3329997,3780,585,2020-12-10T15:00:00
