country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10086,9731,193,285688,48,6,2021-01-16T09:30:00
AT,Vorarlberg,20549,20444,236,464165,67,13,2021-01-16T09:30:00
AT,Kärnten,23180,22433,581,299475,112,12,2021-01-16T09:30:00
AT,Salzburg,31753,29131,385,434955,141,17,2021-01-16T09:30:00
AT,Tirol,42452,41436,516,858048,138,24,2021-01-16T09:30:00
AT,Steiermark,45908,42092,1486,828541,300,61,2021-01-16T09:30:00
AT,Niederösterreich,59124,55696,1005,1517468,427,56,2021-01-16T09:30:00
AT,Oberösterreich,76126,73466,1367,1121154,344,52,2021-01-16T09:30:00
AT,Wien,77802,73356,1284,1729238,433,101,2021-01-16T09:30:00
AT,,386980,367785,7053,7538732,2010,342,2021-01-16T09:30:00
