country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20060,19380,349,3007975,16,3,2021-09-26T09:30:00+02:00
AT,Vorarlberg,34366,33240,319,4781858,15,2,2021-09-26T09:30:00+02:00
AT,Kärnten,43797,42096,835,4175177,39,6,2021-09-26T09:30:00+02:00
AT,Salzburg,55440,53503,602,5954909,47,12,2021-09-26T09:30:00+02:00
AT,Tirol,69815,68125,656,6092228,56,15,2021-09-26T09:30:00+02:00
AT,Steiermark,88377,84157,2124,12082806,82,23,2021-09-26T09:30:00+02:00
AT,Niederösterreich,123742,118791,1870,16083856,119,34,2021-09-26T09:30:00+02:00
AT,Oberösterreich,134342,128981,1794,14108087,177,43,2021-09-26T09:30:00+02:00
AT,Wien,165951,155409,2420,19450233,309,91,2021-09-26T09:30:00+02:00
AT,Österreich,735890,703682,10969,85737129,860,229,2021-09-26T09:30:00+02:00
