country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17044,16299,317,1189714,67,26,2021-04-20T09:30:00
AT,Vorarlberg,26361,25378,285,1749147,38,12,2021-04-20T09:30:00
AT,Kärnten,37198,34894,778,1139991,77,18,2021-04-20T09:30:00
AT,Salzburg,47316,44108,555,1761166,96,23,2021-04-20T09:30:00
AT,Tirol,57986,55380,612,3003253,128,39,2021-04-20T09:30:00
AT,Steiermark,71751,65968,1945,3479116,303,51,2021-04-20T09:30:00
AT,Niederösterreich,100990,95640,1686,6730991,436,118,2021-04-20T09:30:00
AT,Oberösterreich,107545,102176,1679,4185277,265,67,2021-04-20T09:30:00
AT,Wien,128258,120649,2102,6096511,702,211,2021-04-20T09:30:00
AT,,594449,560492,9959,29335166,2112,565,2021-04-20T09:30:00
