country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18463,18086,343,2396215,3,0,2021-07-20T09:30:00+02:00
AT,Vorarlberg,30927,30495,308,3752942,1,0,2021-07-20T09:30:00+02:00
AT,Kärnten,40317,39379,822,2543197,9,1,2021-07-20T09:30:00+02:00
AT,Salzburg,49463,48551,588,3835737,2,0,2021-07-20T09:30:00+02:00
AT,Tirol,64154,63273,635,5322924,6,0,2021-07-20T09:30:00+02:00
AT,Steiermark,79932,77478,2091,8520301,6,2,2021-07-20T09:30:00+02:00
AT,Niederösterreich,111328,108485,1824,12412216,15,5,2021-07-20T09:30:00+02:00
AT,Oberösterreich,117463,115441,1757,9741255,7,2,2021-07-20T09:30:00+02:00
AT,Wien,142267,138643,2361,14082118,75,29,2021-07-20T09:30:00+02:00
AT,Österreich,654314,639831,10729,62606905,124,39,2021-07-20T09:30:00+02:00
