country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,29117,26066,389,3445188,102,14,2021-11-29T09:30:00+01:00
AT,Vorarlberg,53899,42939,365,5465238,133,24,2021-11-29T09:30:00+01:00
AT,Kärnten,73884,58848,922,5343729,352,56,2021-11-29T09:30:00+01:00
AT,Salzburg,94602,78692,698,7887885,262,45,2021-11-29T09:30:00+01:00
AT,Tirol,106808,92200,715,6850109,286,56,2021-11-29T09:30:00+01:00
AT,Steiermark,135599,115784,2323,15139705,421,79,2021-11-29T09:30:00+01:00
AT,Niederösterreich,199120,173798,2259,18888889,549,110,2021-11-29T09:30:00+01:00
AT,Wien,220016,195916,2647,29133800,516,104,2021-11-29T09:30:00+01:00
AT,Oberösterreich,238764,209848,2107,17956136,704,131,2021-11-29T09:30:00+01:00
AT,Österreich,1151809,994091,12425,110110679,3325,619,2021-11-29T09:30:00+01:00
