country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18451,18081,343,2345173,1,0,2021-07-16T09:30:00+02:00
AT,Vorarlberg,30857,30484,308,3682921,0,0,2021-07-16T09:30:00+02:00
AT,Kärnten,40268,39340,822,2413306,14,2,2021-07-16T09:30:00+02:00
AT,Salzburg,49270,48558,588,3708698,2,0,2021-07-16T09:30:00+02:00
AT,Tirol,64043,63236,635,5285321,4,1,2021-07-16T09:30:00+02:00
AT,Steiermark,79761,77441,2091,8272861,6,2,2021-07-16T09:30:00+02:00
AT,Niederösterreich,111171,108403,1823,12154232,19,9,2021-07-16T09:30:00+02:00
AT,Oberösterreich,117272,115343,1757,9448210,7,2,2021-07-16T09:30:00+02:00
AT,Wien,141908,138466,2361,13809541,52,21,2021-07-16T09:30:00+02:00
AT,Österreich,653001,639352,10728,61120263,105,37,2021-07-16T09:30:00+02:00
