country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31660,30693,434,3636947,47,11,2021-12-27T09:30:00+01:00
AT,Vorarlberg,62903,59910,424,5587155,56,17,2021-12-27T09:30:00+01:00
AT,Kärnten,83489,80944,1084,5594634,112,28,2021-12-27T09:30:00+01:00
AT,Salzburg,101758,99187,784,8529102,56,17,2021-12-27T09:30:00+01:00
AT,Tirol,119591,115133,800,7229276,133,49,2021-12-27T09:30:00+01:00
AT,Steiermark,151123,145260,2463,16242302,162,52,2021-12-27T09:30:00+01:00
AT,Niederösterreich,218626,211408,2546,19599528,223,66,2021-12-27T09:30:00+01:00
AT,Wien,237923,227929,2780,34862341,272,83,2021-12-27T09:30:00+01:00
AT,Oberösterreich,259030,253164,2335,19126334,146,60,2021-12-27T09:30:00+01:00
AT,Österreich,1266103,1223628,13650,120407619,1207,383,2021-12-27T09:30:00+01:00
