country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,28884,25686,386,3441444,100,14,2021-11-28T09:30:00+01:00
AT,Vorarlberg,53293,42536,365,5460154,125,24,2021-11-28T09:30:00+01:00
AT,Kärnten,72656,57778,921,5337043,334,58,2021-11-28T09:30:00+01:00
AT,Salzburg,93859,77869,695,7865022,259,42,2021-11-28T09:30:00+01:00
AT,Tirol,105866,90576,715,6830761,284,55,2021-11-28T09:30:00+01:00
AT,Steiermark,134421,114435,2319,15132973,400,81,2021-11-28T09:30:00+01:00
AT,Niederösterreich,197868,172159,2249,18864964,534,114,2021-11-28T09:30:00+01:00
AT,Wien,219254,194742,2643,28982367,503,104,2021-11-28T09:30:00+01:00
AT,Oberösterreich,237182,206511,2095,17910417,678,128,2021-11-28T09:30:00+01:00
AT,Österreich,1143283,982292,12388,109825145,3217,620,2021-11-28T09:30:00+01:00
