country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18333,17940,342,1905410,12,4,2021-06-11T09:30:00+02:00
AT,Vorarlberg,30680,29984,303,2801409,10,7,2021-06-11T09:30:00+02:00
AT,Kärnten,40188,39223,818,1804890,28,3,2021-06-11T09:30:00+02:00
AT,Salzburg,49092,48380,583,2672794,13,3,2021-06-11T09:30:00+02:00
AT,Tirol,63661,62522,633,4599197,27,12,2021-06-11T09:30:00+02:00
AT,Steiermark,79435,77015,2073,6000972,33,5,2021-06-11T09:30:00+02:00
AT,Niederösterreich,110406,107234,1804,9665399,65,24,2021-06-11T09:30:00+02:00
AT,Oberösterreich,116670,114608,1750,7048854,30,13,2021-06-11T09:30:00+02:00
AT,Wien,139722,136199,2346,10769255,125,28,2021-06-11T09:30:00+02:00
AT,Österreich,648187,633105,10652,47268180,343,99,2021-06-11T09:30:00+02:00
