country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,21271,20375,355,3170388,13,2,2021-10-25T09:30:00+02:00
AT,Vorarlberg,36059,34780,326,5145195,10,2,2021-10-25T09:30:00+02:00
AT,Kärnten,47657,45072,853,4686314,87,14,2021-10-25T09:30:00+02:00
AT,Salzburg,60845,57234,617,6675755,67,11,2021-10-25T09:30:00+02:00
AT,Tirol,74127,71365,670,6340079,80,14,2021-10-25T09:30:00+02:00
AT,Steiermark,97299,90670,2169,13371714,132,27,2021-10-25T09:30:00+02:00
AT,Niederösterreich,135980,127717,1944,17333233,207,45,2021-10-25T09:30:00+02:00
AT,Oberösterreich,150202,141555,1850,15699772,241,37,2021-10-25T09:30:00+02:00
AT,Wien,178016,169353,2477,22765321,261,80,2021-10-25T09:30:00+02:00
AT,Österreich,801456,758121,11261,95187771,1098,232,2021-10-25T09:30:00+02:00
