country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9405,8946,179,116027,38,5,2021-01-03T15:00:00
AT,Vorarlberg,19546,18907,221,240835,57,13,2021-01-03T15:00:00
AT,Kärnten,21532,19909,527,173977,127,13,2021-01-03T15:00:00
AT,Salzburg,29130,25683,336,219906,145,21,2021-01-03T15:00:00
AT,Tirol,40894,39071,480,462360,128,31,2021-01-03T15:00:00
AT,Steiermark,42770,37662,1329,397518,364,65,2021-01-03T15:00:00
AT,Niederösterreich,54950,50936,869,717323,417,51,2021-01-03T15:00:00
AT,Oberösterreich,72758,68764,1250,473337,505,72,2021-01-03T15:00:00
AT,Wien,73535,68953,1133,979206,446,92,2021-01-03T15:00:00
AT,,364520,338831,6324,3780489,2227,363,2021-01-03T15:00:00
