country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17489,16937,324,1316161,52,19,2021-04-30T15:00:00
AT,Vorarlberg,27835,26171,294,2004875,37,10,2021-04-30T15:00:00
AT,Kärnten,38469,36375,795,1166943,56,12,2021-04-30T15:00:00
AT,Salzburg,48802,45528,564,1645400,89,19,2021-04-30T15:00:00
AT,Tirol,60032,57555,621,3374877,102,30,2021-04-30T15:00:00
AT,Steiermark,75224,68810,1992,3778686,302,54,2021-04-30T15:00:00
AT,Niederösterreich,104029,99866,1717,7308464,313,102,2021-04-30T15:00:00
AT,Oberösterreich,111644,106185,1700,4477521,206,63,2021-04-30T15:00:00
AT,Wien,132374,127350,2198,6819977,516,192,2021-04-30T15:00:00
AT,,615898,584777,10205,31892904,1673,501,2021-04-30T15:00:00
