country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17254,16702,322,1254623,60,26,2021-04-25T15:00:00
AT,Vorarlberg,27188,25739,288,1883502,35,7,2021-04-25T15:00:00
AT,Kärnten,37816,35640,788,1207518,75,19,2021-04-25T15:00:00
AT,Salzburg,48124,44845,559,1572482,72,20,2021-04-25T15:00:00
AT,Tirol,59043,56443,616,3184728,102,34,2021-04-25T15:00:00
AT,Steiermark,73759,67414,1970,3693524,260,45,2021-04-25T15:00:00
AT,Niederösterreich,102660,98016,1703,7058283,357,111,2021-04-25T15:00:00
AT,Oberösterreich,109946,104269,1693,4381457,232,65,2021-04-25T15:00:00
AT,Wien,130746,124087,2148,6452495,593,195,2021-04-25T15:00:00
AT,,606536,573155,10087,30688612,1786,522,2021-04-25T15:00:00
