country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,33581,31670,447,3801591,42,12,2022-01-13T09:30:00+01:00
AT,Vorarlberg,68214,62850,435,6043559,29,10,2022-01-13T09:30:00+01:00
AT,Kärnten,88360,83585,1103,5752431,83,21,2022-01-13T09:30:00+01:00
AT,Salzburg,116854,103419,792,8994487,62,15,2022-01-13T09:30:00+01:00
AT,Tirol,137650,122604,820,7601199,112,32,2022-01-13T09:30:00+01:00
AT,Steiermark,161727,150643,2508,16921101,93,17,2022-01-13T09:30:00+01:00
AT,Niederösterreich,237182,219700,2605,22696468,111,37,2022-01-13T09:30:00+01:00
AT,Wien,275453,237429,2822,38126082,267,60,2022-01-13T09:30:00+01:00
AT,Oberösterreich,275578,261984,2366,19835340,90,32,2022-01-13T09:30:00+01:00
AT,Österreich,1394599,1273884,13898,129772258,889,236,2022-01-13T09:30:00+01:00
