country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,108411,102247,535,5067417,135,12,2022-04-13T09:30:00+02:00
AT,Vorarlberg,195824,187111,533,6987006,75,5,2022-04-13T09:30:00+02:00
AT,Kärnten,236066,229219,1260,6504141,124,13,2022-04-13T09:30:00+02:00
AT,Salzburg,283100,276763,920,10490213,92,4,2022-04-13T09:30:00+02:00
AT,Tirol,345205,338619,925,9421562,133,10,2022-04-13T09:30:00+02:00
AT,Steiermark,524217,509052,2866,20520780,372,32,2022-04-13T09:30:00+02:00
AT,Oberösterreich,733483,711071,2763,23933679,268,15,2022-04-13T09:30:00+02:00
AT,Niederösterreich,753321,706110,3174,36795949,463,30,2022-04-13T09:30:00+02:00
AT,Wien,836913,779315,3348,60132565,675,69,2022-04-13T09:30:00+02:00
AT,Österreich,4016540,3839507,16324,179853312,2337,190,2022-04-13T09:30:00+02:00
