country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,16989,16235,313,1171788,63,25,2021-04-19T15:00:00
AT,Vorarlberg,26292,25318,285,1723374,33,10,2021-04-19T15:00:00
AT,Kärnten,37130,34722,776,1138933,82,17,2021-04-19T15:00:00
AT,Salzburg,47143,43937,553,1731233,99,24,2021-04-19T15:00:00
AT,Tirol,57721,55208,610,2988916,122,37,2021-04-19T15:00:00
AT,Steiermark,71682,65684,1940,3442908,288,55,2021-04-19T15:00:00
AT,Niederösterreich,100858,95149,1678,6650205,441,117,2021-04-19T15:00:00
AT,Oberösterreich,107382,101695,1674,4134116,280,70,2021-04-19T15:00:00
AT,Wien,127881,119519,2093,6033077,692,215,2021-04-19T15:00:00
AT,,593078,557467,9922,29014550,2100,570,2021-04-19T15:00:00
