country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,13321,12214,245,725692,71,10,2021-03-10T09:30:00
AT,Vorarlberg,23527,23546,278,940650,25,4,2021-03-10T09:30:00
AT,Kärnten,30647,28500,705,780153,99,15,2021-03-10T09:30:00
AT,Salzburg,39650,36490,505,1001876,103,13,2021-03-10T09:30:00
AT,Tirol,48710,47272,585,1656543,87,19,2021-03-10T09:30:00
AT,Steiermark,58736,53809,1785,2117895,246,34,2021-03-10T09:30:00
AT,Niederösterreich,77780,71880,1401,3885068,379,75,2021-03-10T09:30:00
AT,Oberösterreich,89533,85068,1531,2560979,152,25,2021-03-10T09:30:00
AT,Wien,96992,90274,1741,3660447,443,120,2021-03-10T09:30:00
AT,,478896,449053,8776,17329303,1605,315,2021-03-10T09:30:00
