country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,117987,115964,556,5208379,26,6,2022-05-21T09:30:00+02:00
AT,Vorarlberg,203816,202622,547,7051256,16,4,2022-05-21T09:30:00+02:00
AT,Kärnten,246758,243602,1621,6581244,39,2,2022-05-21T09:30:00+02:00
AT,Salzburg,293842,290812,1135,10568489,29,0,2022-05-21T09:30:00+02:00
AT,Tirol,357054,354114,935,9524823,48,2,2022-05-21T09:30:00+02:00
AT,Steiermark,545913,539493,3384,20890257,74,4,2022-05-21T09:30:00+02:00
AT,Oberösterreich,764508,756684,2833,24245099,73,5,2022-05-21T09:30:00+02:00
AT,Niederösterreich,805231,785613,3347,38585230,148,9,2022-05-21T09:30:00+02:00
AT,Wien,896371,877219,3985,63672751,194,22,2022-05-21T09:30:00+02:00
AT,Österreich,4231480,4166123,18343,186327528,647,54,2022-05-21T09:30:00+02:00
