country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,11391,11070,230,493043,39,7,2021-02-15T09:30:00
AT,Vorarlberg,22607,22568,265,659500,29,8,2021-02-15T09:30:00
AT,Kärnten,27438,25823,659,528675,83,7,2021-02-15T09:30:00
AT,Salzburg,36155,33998,470,657125,83,11,2021-02-15T09:30:00
AT,Tirol,46024,45034,558,1158699,85,20,2021-02-15T09:30:00
AT,Steiermark,52136,48195,1678,1382947,221,35,2021-02-15T09:30:00
AT,Niederösterreich,67045,63738,1258,2752463,321,58,2021-02-15T09:30:00
AT,Oberösterreich,82773,79823,1493,1710876,132,21,2021-02-15T09:30:00
AT,Wien,85529,82208,1610,2576722,345,91,2021-02-15T09:30:00
AT,,431098,412457,8221,11920050,1338,258,2021-02-15T09:30:00
