country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,24011,21699,366,3289400,50,6,2021-11-11T09:30:00+01:00
AT,Vorarlberg,41203,36534,333,5361944,69,8,2021-11-11T09:30:00+01:00
AT,Kärnten,54676,48734,866,5101210,190,33,2021-11-11T09:30:00+01:00
AT,Salzburg,71713,62214,636,7255994,168,25,2021-11-11T09:30:00+01:00
AT,Tirol,83634,75441,681,6544996,156,38,2021-11-11T09:30:00+01:00
AT,Steiermark,111599,97736,2210,14278061,301,64,2021-11-11T09:30:00+01:00
AT,Niederösterreich,160454,140653,2050,18313876,404,78,2021-11-11T09:30:00+01:00
AT,Oberösterreich,182374,159237,1919,16993952,550,89,2021-11-11T09:30:00+01:00
AT,Wien,193486,176617,2540,25023923,395,91,2021-11-11T09:30:00+01:00
AT,Österreich,923150,818865,11601,102163356,2283,432,2021-11-11T09:30:00+01:00
