country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,14731,13340,262,861558,67,16,2021-03-23T09:30:00
AT,Vorarlberg,24044,23995,280,1234614,19,2,2021-03-23T09:30:00
AT,Kärnten,32631,30463,733,929695,89,16,2021-03-23T09:30:00
AT,Salzburg,42567,38516,525,1232030,118,19,2021-03-23T09:30:00
AT,Tirol,51439,49046,591,2036946,117,23,2021-03-23T09:30:00
AT,Steiermark,63087,57002,1830,2572266,327,51,2021-03-23T09:30:00
AT,Niederösterreich,85929,78780,1495,4694800,428,85,2021-03-23T09:30:00
AT,Oberösterreich,95113,89593,1572,3088116,248,57,2021-03-23T09:30:00
AT,Wien,107468,97205,1833,4196267,636,168,2021-03-23T09:30:00
AT,,517009,477940,9121,20846292,2049,437,2021-03-23T09:30:00
