country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,113975,110162,543,5125684,114,9,2022-04-27T09:30:00+02:00
AT,Vorarlberg,200070,198247,541,7018642,33,2,2022-04-27T09:30:00+02:00
AT,Kärnten,241313,236596,1607,6534553,67,2,2022-04-27T09:30:00+02:00
AT,Salzburg,288087,283854,1119,10525179,58,2,2022-04-27T09:30:00+02:00
AT,Tirol,350590,346690,930,9467945,92,7,2022-04-27T09:30:00+02:00
AT,Steiermark,534880,525736,3353,20656297,171,8,2022-04-27T09:30:00+02:00
AT,Oberösterreich,748995,735506,2809,24061590,129,9,2022-04-27T09:30:00+02:00
AT,Niederösterreich,779555,748970,3258,37488396,322,25,2022-04-27T09:30:00+02:00
AT,Wien,865332,832656,3940,61538112,466,47,2022-04-27T09:30:00+02:00
AT,Österreich,4122797,4018417,18100,182416398,1452,111,2022-04-27T09:30:00+02:00
