country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,109185,103118,536,5076783,119,11,2022-04-15T09:30:00+02:00
AT,Vorarlberg,196757,188147,536,6992622,60,4,2022-04-15T09:30:00+02:00
AT,Kärnten,237025,230750,1270,6508693,109,10,2022-04-15T09:30:00+02:00
AT,Salzburg,283996,278182,924,10496102,74,4,2022-04-15T09:30:00+02:00
AT,Tirol,346255,340126,926,9429665,115,7,2022-04-15T09:30:00+02:00
AT,Steiermark,526408,512679,2878,20539158,300,33,2022-04-15T09:30:00+02:00
AT,Oberösterreich,736556,715820,2771,23966620,232,17,2022-04-15T09:30:00+02:00
AT,Niederösterreich,758213,713836,3191,36929021,427,25,2022-04-15T09:30:00+02:00
AT,Wien,842418,790832,3358,60306678,650,63,2022-04-15T09:30:00+02:00
AT,Österreich,4036813,3873490,16390,180245342,2086,174,2022-04-15T09:30:00+02:00
