country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,16627,15542,300,1080084,81,23,2021-04-12T08:00:00
AT,Vorarlberg,25603,24798,285,1561244,35,11,2021-04-12T08:00:00
AT,Kärnten,35905,33396,760,1075064,94,14,2021-04-12T08:00:00
AT,Salzburg,46097,42649,546,1609352,110,25,2021-04-12T08:00:00
AT,Tirol,56141,53592,605,2710948,138,35,2021-04-12T08:00:00
AT,Steiermark,69438,63690,1912,3218761,312,58,2021-04-12T08:00:00
AT,Niederösterreich,97984,90373,1630,6091597,484,125,2021-04-12T08:00:00
AT,Oberösterreich,104194,98321,1641,3838614,299,68,2021-04-12T08:00:00
AT,Wien,124075,113437,2008,5493411,752,243,2021-04-12T08:00:00
AT,,576064,532798,9687,26679075,2305,602,2021-04-12T08:00:00
