country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,22946,21157,363,3257357,33,3,2021-11-06T09:30:00+01:00
AT,Vorarlberg,39131,35691,330,5318632,48,8,2021-11-06T09:30:00+01:00
AT,Kärnten,51802,47204,860,4825373,131,23,2021-11-06T09:30:00+01:00
AT,Salzburg,67665,60497,631,7071784,133,21,2021-11-06T09:30:00+01:00
AT,Tirol,79778,74334,677,6463859,121,29,2021-11-06T09:30:00+01:00
AT,Steiermark,106272,95043,2196,14032909,270,63,2021-11-06T09:30:00+01:00
AT,Niederösterreich,150587,135713,2013,18082252,372,69,2021-11-06T09:30:00+01:00
AT,Oberösterreich,169614,151809,1893,16637553,408,64,2021-11-06T09:30:00+01:00
AT,Wien,187538,174387,2519,24167488,349,79,2021-11-06T09:30:00+01:00
AT,Österreich,875333,795835,11482,99857207,1865,359,2021-11-06T09:30:00+01:00
