country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,14667,13241,261,849033,65,16,2021-03-22T15:00:00
AT,Vorarlberg,24021,23970,279,1205686,19,2,2021-03-22T15:00:00
AT,Kärnten,32550,30262,733,876391,94,20,2021-03-22T15:00:00
AT,Salzburg,42440,38339,524,1195805,106,21,2021-03-22T15:00:00
AT,Tirol,51267,48860,591,2019901,111,24,2021-03-22T15:00:00
AT,Steiermark,62859,56691,1824,2521739,306,48,2021-03-22T15:00:00
AT,Niederösterreich,85560,78013,1491,4617906,415,84,2021-03-22T15:00:00
AT,Oberösterreich,94848,89192,1568,3040358,250,57,2021-03-22T15:00:00
AT,Wien,106974,96659,1818,4149666,617,165,2021-03-22T15:00:00
AT,,515186,475227,9089,20476485,1983,437,2021-03-22T15:00:00
