country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,137231,133563,578,5480264,60,5,2022-08-16T09:30:00+02:00
AT,Vorarlberg,226127,225004,570,7153329,25,0,2022-08-16T09:30:00+02:00
AT,Kärnten,273561,268658,1657,6715526,97,6,2022-08-16T09:30:00+02:00
AT,Salzburg,325942,321889,1173,10786916,94,2,2022-08-16T09:30:00+02:00
AT,Tirol,392465,388530,953,9721700,90,2,2022-08-16T09:30:00+02:00
AT,Steiermark,607986,597370,3441,21495175,132,10,2022-08-16T09:30:00+02:00
AT,Oberösterreich,846061,837068,2913,24864806,134,8,2022-08-16T09:30:00+02:00
AT,Niederösterreich,932766,906879,3838,40127984,242,11,2022-08-16T09:30:00+02:00
AT,Wien,1090172,1060531,4156,68128010,360,19,2022-08-16T09:30:00+02:00
AT,Österreich,4832311,4739492,19279,194473710,1234,63,2022-08-16T09:30:00+02:00
