country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18366,17978,343,2039220,8,3,2021-06-20T09:30:00+02:00
AT,Vorarlberg,30734,30290,304,2886022,7,6,2021-06-20T09:30:00+02:00
AT,Kärnten,40212,39339,819,1977544,24,3,2021-06-20T09:30:00+02:00
AT,Salzburg,49144,48468,585,2988333,10,1,2021-06-20T09:30:00+02:00
AT,Tirol,63774,62961,633,4792662,16,7,2021-06-20T09:30:00+02:00
AT,Steiermark,79514,77369,2075,6634725,6,0,2021-06-20T09:30:00+02:00
AT,Niederösterreich,110647,107811,1814,10320165,45,21,2021-06-20T09:30:00+02:00
AT,Oberösterreich,116834,115036,1756,7776776,17,11,2021-06-20T09:30:00+02:00
AT,Wien,140351,136873,2351,11667419,118,32,2021-06-20T09:30:00+02:00
AT,Österreich,649576,636125,10680,51082866,251,84,2021-06-20T09:30:00+02:00
