country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,126768,122591,562,5352851,44,6,2022-07-08T09:30:00+02:00
AT,Vorarlberg,215518,212540,551,7105188,38,1,2022-07-08T09:30:00+02:00
AT,Kärnten,256860,251580,1633,6646445,55,4,2022-07-08T09:30:00+02:00
AT,Salzburg,309567,304242,1146,10668678,46,0,2022-07-08T09:30:00+02:00
AT,Tirol,373707,366572,941,9621798,90,2,2022-07-08T09:30:00+02:00
AT,Steiermark,573148,560359,3402,21206691,142,6,2022-07-08T09:30:00+02:00
AT,Oberösterreich,800056,784769,2858,24621022,137,9,2022-07-08T09:30:00+02:00
AT,Niederösterreich,865300,831722,3692,39639698,217,6,2022-07-08T09:30:00+02:00
AT,Wien,989817,938945,4050,66406390,218,23,2022-07-08T09:30:00+02:00
AT,Österreich,4510741,4373320,18835,191268761,987,57,2022-07-08T09:30:00+02:00
