country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9518,8986,179,216967,37,5,2021-01-05T08:00:00
AT,Vorarlberg,19673,19023,221,417672,63,11,2021-01-05T08:00:00
AT,Kärnten,21706,20010,529,178750,135,15,2021-01-05T08:00:00
AT,Salzburg,29456,25809,338,220667,139,22,2021-01-05T08:00:00
AT,Tirol,41115,39203,480,789587,143,33,2021-01-05T08:00:00
AT,Steiermark,43365,37662,1329,665544,375,61,2021-01-05T08:00:00
AT,Niederösterreich,55476,51291,879,722228,422,47,2021-01-05T08:00:00
AT,Oberösterreich,73056,69092,1264,701299,525,72,2021-01-05T08:00:00
AT,Wien,74031,69197,1138,1494976,482,102,2021-01-05T08:00:00
AT,,367396,340273,6357,5407690,2321,368,2021-01-05T08:00:00
