country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,25103,22355,370,3323210,50,4,2021-11-15T09:30:00+01:00
AT,Vorarlberg,43454,37143,336,5380312,89,16,2021-11-15T09:30:00+01:00
AT,Kärnten,58102,49784,875,5139268,225,31,2021-11-15T09:30:00+01:00
AT,Salzburg,77527,64161,644,7403150,196,22,2021-11-15T09:30:00+01:00
AT,Tirol,87725,76671,684,6598291,178,38,2021-11-15T09:30:00+01:00
AT,Steiermark,116099,100234,2235,14502388,313,61,2021-11-15T09:30:00+01:00
AT,Niederösterreich,169153,145972,2078,18437704,444,79,2021-11-15T09:30:00+01:00
AT,Oberösterreich,195511,167161,1965,17165517,570,93,2021-11-15T09:30:00+01:00
AT,Wien,198867,179453,2559,25763477,390,97,2021-11-15T09:30:00+01:00
AT,Österreich,971541,842934,11746,103713317,2455,441,2021-11-15T09:30:00+01:00
