country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18144,17604,334,1517991,21,7,2021-05-17T09:30:00+02:00
AT,Vorarlberg,29785,28371,301,2417817,27,9,2021-05-17T09:30:00+02:00
AT,Kärnten,39618,38221,811,1313439,32,3,2021-05-17T09:30:00+02:00
AT,Salzburg,48894,47650,577,1898993,41,14,2021-05-17T09:30:00+02:00
AT,Tirol,62262,60622,627,3822593,66,26,2021-05-17T09:30:00+02:00
AT,Steiermark,78028,74035,2041,4287187,180,28,2021-05-17T09:30:00+02:00
AT,Niederösterreich,108535,104515,1766,8178563,151,57,2021-05-17T09:30:00+02:00
AT,Oberösterreich,114846,111817,1735,5051147,128,45,2021-05-17T09:30:00+02:00
AT,Wien,137461,134472,2288,8043717,258,104,2021-05-17T09:30:00+02:00
AT,Österreich,637573,617307,10480,36531447,904,293,2021-05-17T09:30:00+02:00
