country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,131075,126520,566,5398937,59,7,2022-07-20T09:30:00+02:00
AT,Vorarlberg,221259,218210,553,7126728,44,1,2022-07-20T09:30:00+02:00
AT,Kärnten,262656,256818,1643,6668335,95,4,2022-07-20T09:30:00+02:00
AT,Salzburg,316761,311295,1153,10716500,67,0,2022-07-20T09:30:00+02:00
AT,Tirol,382236,373795,946,9662033,136,6,2022-07-20T09:30:00+02:00
AT,Steiermark,587982,573708,3411,21313183,208,20,2022-07-20T09:30:00+02:00
AT,Oberösterreich,820576,802704,2872,24704808,204,8,2022-07-20T09:30:00+02:00
AT,Niederösterreich,892436,857318,3745,39914099,356,14,2022-07-20T09:30:00+02:00
AT,Wien,1029074,979215,4082,67028543,335,16,2022-07-20T09:30:00+02:00
AT,Österreich,4644055,4499583,18971,192533166,1504,76,2022-07-20T09:30:00+02:00
