country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8692,8129,158,108793,70,8,2020-12-20T09:30:00
AT,Vorarlberg,18070,16700,200,208112,84,17,2020-12-20T09:30:00
AT,Kärnten,19477,17320,442,166640,258,13,2020-12-20T09:30:00
AT,Salzburg,25876,22735,290,205955,167,30,2020-12-20T09:30:00
AT,Tirol,38165,36422,443,442910,217,51,2020-12-20T09:30:00
AT,Steiermark,39346,31463,1049,373172,490,81,2020-12-20T09:30:00
AT,Niederösterreich,49685,44998,751,646063,394,64,2020-12-20T09:30:00
AT,Oberösterreich,67979,62812,1057,443093,649,95,2020-12-20T09:30:00
AT,Wien,68877,62634,961,998538,558,116,2020-12-20T09:30:00
AT,,336167,303213,5351,3593276,2887,475,2020-12-20T09:30:00
