country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18137,17583,334,1509785,22,8,2021-05-16T09:30:00+02:00
AT,Vorarlberg,29747,28247,301,2410258,22,9,2021-05-16T09:30:00+02:00
AT,Kärnten,39595,38202,811,1312915,29,3,2021-05-16T09:30:00+02:00
AT,Salzburg,48882,47585,576,1898269,42,16,2021-05-16T09:30:00+02:00
AT,Tirol,62211,60513,627,3809353,65,27,2021-05-16T09:30:00+02:00
AT,Steiermark,77939,73806,2040,4285484,179,32,2021-05-16T09:30:00+02:00
AT,Niederösterreich,108479,104295,1765,8147830,156,55,2021-05-16T09:30:00+02:00
AT,Oberösterreich,114742,111579,1735,5026717,126,43,2021-05-16T09:30:00+02:00
AT,Wien,137365,134338,2285,7992464,256,100,2021-05-16T09:30:00+02:00
AT,Österreich,637097,616148,10474,36393075,897,293,2021-05-16T09:30:00+02:00
